userName,score,content,at
Kurigram star TV,5,"Hi Der, pubg authority I like to play game, but my favourite game is pubg mobile. i don’t have m416 glazeri, just give me one 🙏🙏",2025-03-22 03:55:35
Majid Bodla,5,this is very beautiful game,2025-03-22 03:54:45
SOB GᗩᗰIᑎG,5,Now this game is very good and I am a pro player love pubg (PUBG is my ishq ),2025-03-22 03:54:36
Asim Khan,5,much better than meaningless debates or arguments with people,2025-03-22 03:54:36
Sabir Khan,5,4 years amazing journey with PuBG,2025-03-22 03:53:53
Yordanos Biruk,5,is the best game ever,2025-03-22 03:53:49
Omar Omar,5,VERE GOOD,2025-03-22 03:53:27
Younes Abdulla,5,the game so nice,2025-03-22 03:53:14
RAO BROTHERS PRODUCTION MAILSI,5,For Gapshap friends And Enjoy the play ground,2025-03-22 03:53:09
Hazard Gaming,5,Best fps shooter game,2025-03-22 03:52:07
HAJ BAN,5,good,2025-03-22 03:51:50
انس حسن مجد,2,"I have an addiction of playing pubg, but i can't stand the idea of ai bots or the advanced bots, u literally ruined classic mode and made it boring and annoying... Until u eliminate those bots, I'm gonna stop spending a single cent on it, it is not worth it if I'm playing against 15-20 humans in a match that contains 60-70 advanced bots edit: pubg made a hella good update but still didn't eliminate those bots.. u r ruining ur hard work",2025-03-22 03:51:26
Bristti Badol,5,love pubg mobile,2025-03-22 03:49:57
Aleyah James,4,I love this game but am not getting to buy UC coins,2025-03-22 03:48:48
Zeeshan Haidar,4,pUBG💪🏾,2025-03-22 03:48:02
Awais Zaib,5,I'm old player please give me a M416 glacier pl,2025-03-22 03:47:55
Hafiz ADNAN,5,awsome,2025-03-22 03:47:53
Elvin Provida,5,The Best Online Game,2025-03-22 03:47:12
Waris Kaker,5,nicee game,2025-03-22 03:47:06
Azhar Uddin Molla,5,PUBG is my Love My Happiness. This game never leaves me alone .. I LOVE PUBG MOBILE ♥️♥️♥️♥️,2025-03-22 03:46:53
Sis Sisu,5,nice game,2025-03-22 03:44:19
Mahdi Abumousa,5,cool 😎,2025-03-22 03:43:34
Rafsan Jami,5,Best game experience ever,2025-03-22 03:43:27
Khizar Iqbal,5,one and only one the best game in world,2025-03-22 03:43:03
Nicklaus Huncho Chris,5,the best 👌,2025-03-22 03:42:13
Husnain MD,5,pubg is my love 💕😘,2025-03-22 03:40:40
Un Lucky,5,very good game,2025-03-22 03:40:16
Rahman Saeed,5,I like,2025-03-22 03:39:51
Usman Chattha,5,I love this game,2025-03-22 03:39:28
Ali Mifraah,5,luv it,2025-03-22 03:39:03
Mastewal Aschalew,5,like,2025-03-22 03:38:03
مدريد برشالونا,5,احسن لعبه,2025-03-22 03:37:54
Erick Mwendwa,5,best game ever I really appreciate it,2025-03-22 03:37:39
Timothy Muli,5,best game ever,2025-03-22 03:37:33
htet wai yan,5,give me free skin,2025-03-22 03:37:15
Hamza Shahid,5,life saving game❤️,2025-03-22 03:36:33
Zohan Khani,5,i really love pupg game but i need m16 joker plz help me pupg team give me this item,2025-03-22 03:36:25
Arbaaz Mouvia,5,excellent 👌🏻,2025-03-22 03:35:53
Moh Nzr,5,the best game,2025-03-22 03:35:46
sheryar khan,5,excellent,2025-03-22 03:35:16
Mushtaq Ahmed 786 Mushtaq Ahmed,5,good game the king of games,2025-03-22 03:34:49
Sabriin Adam mahamuud Abdi.,5,nice,2025-03-22 03:33:39
Alif Sk,5,love it,2025-03-22 03:32:57
ADHITHYA RAM BEJJENKI,5,how to play BgMi in uae,2025-03-22 03:32:11
Ahmed Isam,5,it's good game,2025-03-22 03:31:19
sudais hassani,5,world best game,2025-03-22 03:31:15
Raheem,5,soo soo beautiful game .,2025-03-22 03:30:56
AMIR,5,best game shooting in the phone,2025-03-22 03:29:59
Capcut Pro,5,World BEST GAME 💪💪💪,2025-03-22 03:29:16
Dimas Gusti Hardiyanto,5,i've been playing this game since 2018 and still love it,2025-03-22 03:28:13
Alex Johashen,5,The best!! I encourage all to download this game!!,2025-03-22 03:27:47
Moin King,1,this update totally laig and bugs plz improve your game,2025-03-22 03:27:44
Murshid302 murshid302,5,nice,2025-03-22 03:27:42
Oratile Charlie Monamodi,5,I love this game,2025-03-22 03:27:12
Tiger RAI,3,"The new map has been updated. The option of the knife disappearing does not appear in it. When I take the knife in my hand, only the old normal option appears. Why am I not able to play the knife disappearing option? I have told the customer care many times and did not get any solution for this.",2025-03-22 03:27:09
Aayan Hossain,5,number 1 it's wowwwww Best game in the world 🌎 👌 🙌 😎,2025-03-22 03:26:54
Abrar Ahmed,5,The best Battle Royal game on Mobile! Love it! Keep going! One request is that try to solve the lag issue in medium level devices!,2025-03-22 03:26:28
Toxic hulk OP,5,love it,2025-03-22 03:26:17
Raj Chetry,5,love you pubg,2025-03-22 03:25:34
bineyam samuel,5,nice,2025-03-22 03:25:31
Nour Rifai,5,ff is the dirty play,2025-03-22 03:24:27
NiZi Jatt,2,"Every time whenever i play the TDM match, my teammates leave me.Is your management team sleeping? Why don't they solve this problem? If they can't solve this problem, then remove this match from PUBG.",2025-03-22 03:24:15
Husnain khan,5,i like ❤️ PUBG mobile pak,2025-03-22 03:24:11
Waqas Ahmad,5,it's a very very nice game that I have ever played,2025-03-22 03:24:08
MGanief Davids,5,BEST EVER!! first ND only game I have ever ND will ever put money into,2025-03-22 03:22:32
Tufail Siddiqui,5,I love PUBG mobile,2025-03-22 03:22:20
BasitAli “Hossaine”,4,super 👌,2025-03-22 03:20:22
Son of the lion The best,5,I love this game💙👌,2025-03-22 03:20:14
Nishat Siddiqui,5,good game,2025-03-22 03:19:58
Bilal khan,5,Love it pubg game,2025-03-22 03:19:50
Abdul Hadi,5,nice game to play at free time,2025-03-22 03:19:03
Umer Farooq,5,My life PUBG,2025-03-22 03:17:36
Atique Siddique,5,good game and very beautiful graphics,2025-03-22 03:17:31
Wajid Khani,5,One of the best game in history of gaming,2025-03-22 03:17:20
Sadia Khan,5,BAST GAME AVER,2025-03-22 03:16:48
Mr Hacker,5,"Don't beg. Don't chase, Don't be needy, Just play pubg Show Your Pace",2025-03-22 03:16:12
Rubais Khan,5,PUBG mobile is the best battleground game in the world I really like PUBG mobile ❤️❤️❤️❤️,2025-03-22 03:15:58
PUYA CR7,5,I play also I say this in one year ago but today I told you are bad update on this game is my favorite game but too bad day to day look my like season in 16🤩 in 17😍 in 18 🥰 in 19 😊 in 20😧 21 😣 22😩 in 23😫 24😭 25🤧one year ago......... 🥲this update is 🧐 good 😃 we need krafton make 80% chance on Priumme create good bye 👋 I meet you after one year 😃👋,2025-03-22 03:15:42
Sohrab Kakar,5,best one,2025-03-22 03:15:23
Hafiz Shahid,5,@reels:I am hereby to inform PUBG official that new ultimate crimson ephialtes set is totally against our religion faith islamic values and islamic culture#pubgmobile #remove #ban,2025-03-22 03:14:56
گھوٹیہ •,5,very nice and impressive game but need some bugs to be fixed,2025-03-22 03:14:43
জ্ঞ্যন ও জীবন ব্যবস্থা,5,nice,2025-03-22 03:14:42
Saboorkhan salarzai,5,all time the best,2025-03-22 03:14:13
Jaco Jooste,5,It's a great game to play and to meet new friends. Come and join the PUBG community and enjoy every second you play♥️,2025-03-22 03:13:29
ahmed omar,5,Nice 😀,2025-03-22 03:13:25
Jonathan Djojopawiro,4,nice game,2025-03-22 03:12:52
Dagalangit Kasobah,5,good,2025-03-22 03:11:35
Ahmed ebrahim,5,افضل لعبة,2025-03-22 03:10:38
Ibrahim Masuod,5,Nice game for mind relaxation and enjoyment,2025-03-22 03:09:58
Abdalian Queen,5,nice,2025-03-22 03:09:06
syed naqvi,5,Thank you So much PUBG Lover 💘😺,2025-03-22 03:08:42
Mera Efi,5,the best game eveeeer,2025-03-22 03:06:55
Samrat Khan,5,good game,2025-03-22 03:06:37
Andisile Shumi,1,it's woooooow...fantastic game time killer,2025-03-22 03:05:49
Zoya Malik,4,I love pupg mobail,2025-03-22 03:04:52
Danielius,5,"very good game, I play a lot",2025-03-22 03:04:48
mahyar rostami,5,Best game,2025-03-22 03:04:26
Ghorab Waeil,5,the best Game,2025-03-22 03:03:59
Michelle Eddy,5,Best mobile game I've played!,2025-03-22 03:01:17
Hazrat Umar,5,it is a so good graphic and really life game,2025-03-22 03:01:14
Alpha rdx,5,lots of love 💕😘,2025-03-22 03:00:58
Syed arnain Shah,5,nice 👍,2025-03-22 03:00:56
Usman Khan,5,The world best game,2025-03-22 03:00:23
Younas Ahmad,1,with 20 ms why game lagging and choppy,2025-03-22 03:00:22
Syed Saddam Ali,4,"With lot of glotches but still Best online game i have ever played,",2025-03-22 02:59:38
Lion YT BD,5,🥺,2025-03-22 02:59:19
Shahid Fareed,5,"Best game ever.... please solve some bugs , choppyness, stuking when play. Thank you PUBG Mobile team.",2025-03-22 02:59:14
qatil 420,5,Sir Sir please i want to grow my pubg account and i play game from season-4 Sir please give me free glisher m416 sir please no been my account,2025-03-22 02:59:06
Azeem Rana,5,umhaaaaaaaaaaaaaaaaaaa 🥰,2025-03-22 02:58:28
Awais Jat,5,yes I like it but I need m4glacier,2025-03-22 02:57:41
Majed Tartoussi,5,best shooting game ever,2025-03-22 02:57:03
Zine Den,5,awesome,2025-03-22 02:56:45
sheraz sahil sahil,5,op game,2025-03-22 02:56:36
BUD MAN LOGSOM LEPCHA,5,No words to describe,2025-03-22 02:56:05
Victor Munene,5,This has got to be the best FPS GAME I've ever played great visuals maps and smooth gameplay,2025-03-22 02:55:58
Jaani khan Khan,5,Pubg game,2025-03-22 02:55:34
Youssef Mostafa,5,amazing 🤩😍,2025-03-22 02:55:18
NAY EEM,5,love it,2025-03-22 02:55:07
Kelvin Nengane,5,best game I have ever played,2025-03-22 02:54:13
Khian Persaud,5,Best game ever free fire and call of duty suck pubg is realistic and very fun I touched conquerer 3 times pls download this game,2025-03-22 02:52:35
Showzeeg Dilshad,5,in 2 year i have lot of joy by pubg thx too make my life peace ful i have aa 20 fps but not a prob when ever I'm angry it louse my stress thax again dear,2025-03-22 02:49:57
Mr Qadir,5,the best game ever 😁,2025-03-22 02:48:18
AMiR HaNjRa,1,Good No Game,2025-03-22 02:48:12
Hamza Mohamed,5,جامده جدا يا ناس,2025-03-22 02:48:00
Bushra Sultana,5,it's a very amazing game in my life 💪💪,2025-03-22 02:47:50
fares kottb,5,I love PUBG MOBILE,2025-03-22 02:47:47
Mohamed Nagy,5,لعبه حلوه والله العظيم,2025-03-22 02:46:51
Shawaiz Naseer,5,best game for ever,2025-03-22 02:46:03
Mohamed Ramadan,5,good game,2025-03-22 02:46:03
Humayun Raza,5,Best Game Ever 😎,2025-03-22 02:45:53
Imran Ali,5,keep it up 👍,2025-03-22 02:45:49
Sultan Mehmood,5,The bestttt ⚔️⚔️💀💀💀😎😎😎🤛🤜💪💪😤😤,2025-03-22 02:45:37
Haider ali,5,nice game,2025-03-22 02:45:21
Arkan gaming,1,EMLATOR VERY BAD,2025-03-22 02:44:54
hasibul Islam,5,PUBG is emotion I played this game since 2019 I never feel bad in 6 years.I love this game that awsome,2025-03-22 02:43:37
Sevan Cheikhi,5,what do i say ? . it good,2025-03-22 02:43:33
Yassin Abdelsalam,5,this the best game I played ever I wish I had money to buy uc but it is the best game,2025-03-22 02:43:24
Daad Mohammad,5,PUBG mobile is best game,2025-03-22 02:43:12
Chaudhary Danger,1,high ping or server down,2025-03-22 02:43:03
Wajahat Mughal,5,awesome game,2025-03-22 02:42:46
Harsha De brazza,5,"Sweetest thing ever....and addictive,I love this game",2025-03-22 02:42:46
Dembe Thsipala,5,5 star,2025-03-22 02:39:55
kgariji ratsaka,5,"fun game, search for a kill 😜",2025-03-22 02:39:49
Riaz Jan,5,goood,2025-03-22 02:39:39
Muhammad Aizul,5,berguna,2025-03-22 02:39:20
Abdur Rahman Sakib,5,Extremely mind blowing,2025-03-22 02:39:00
Nik Ward-Dutton,2,This is annoying because I haven't been playing this for 2 seconds! It keeps telling me to free space but I have wasted my money if this your first game you can play it but if you have million games DO NOT PLAY IT!!!!!,2025-03-22 02:38:38
Saad Ali,5,I love PUBG but pub g mobile plzz bless me plzz sport mee,2025-03-22 02:38:36
Sphe Sihle,4,I love pubg I've been playing it for 2 straight years might not be alot but it's been amazing to me lately. I love the events but way to many updates it would be amazing if they just kept it like the OG pubg🔥,2025-03-22 02:38:13
Mohib Zaman,5,great,2025-03-22 02:37:59
Ali Cheaib,5,this is an amazing gaaame,2025-03-22 02:37:44
Farman Khan,5,yes I like it but I want akm glacier Thank you,2025-03-22 02:37:28
Aqeel Ahmed,5,excellent,2025-03-22 02:37:19
Muhay Rashid,5,what an amazing game ✨,2025-03-22 02:37:05
Arham Chota,5,that game is so good,2025-03-22 02:36:43
Unknown ghost,5,best,2025-03-22 02:36:40
ahson nakv,5,xellent,2025-03-22 02:36:27
Makhosonke Quentin,5,top notch,2025-03-22 02:35:57
Muhammad Binyamin,5,pubg is my love 💓,2025-03-22 02:35:27
Dagem Asegid,5,very good game fr,2025-03-22 02:35:16
Aman Khan,4,As my opinion the old maps was great happy to see old medistein again in Livik sometimes adding new thing to vidieogames are not good for ex we have 3 recalls in a match that's not good for comptition batween the players I think one recall is enough to those who wants to see thierself in compition and know how good they are.,2025-03-22 02:34:35
Ahmed Robiul,5,my heart ❤️‍🔥,2025-03-22 02:34:13
Kamrul Hasan,5,nice,2025-03-22 02:33:48
BD SAMiN GAMR,5,pubg mobile is my love,2025-03-22 02:33:48
Umair King,5,good,2025-03-22 02:33:11
Ya Wai,5,"This game is quite realistic and interesting to play, and I would recommend players who have never played the game to try it out.",2025-03-22 02:32:55
Ali Uzair,5,The best game,2025-03-22 02:32:32
tete taha,5,لعبه جمده,2025-03-22 02:31:08
Nadir Ali Markhand,5,this is best game,2025-03-22 02:30:36
Aung myo,5,luck for you pupg ♥️🥺💓💓,2025-03-22 02:30:15
Muhammad Shahid Sarfraz,5,PUBG mobile ✅,2025-03-22 02:30:08
Jamal Abdalkhalek,5,i like pubg mobile,2025-03-22 02:30:05
Hasnain Khan,5,breaking hurt,2025-03-22 02:29:48
Dawa Tenzin,5,BEST GAME EVER,2025-03-22 02:29:17
Amin Amin,5,I like pubg mobile opening 4 years,2025-03-22 02:29:00
Rawal Ali,5,love,2025-03-22 02:28:59
Mustafa Hussain,5,good game,2025-03-22 02:28:51
Koko Khan,5,I love pubg,2025-03-22 02:28:30
Eyual Mesfin,5,I don't like i really love it but it don't have '' play again '' button,2025-03-22 02:28:07
shafiq Ur Rehman,5,💕,2025-03-22 02:27:37
Ardgan Laghari,5,I love this game tooooooooooooooooo much but I have no glacier my account LAGHARI ONTOP,2025-03-22 02:26:03
jason harrison,5,Playing for years. still love it. ❤️,2025-03-22 02:25:32
Atta Baloch,5,love you pubg,2025-03-22 02:25:22
Qadeer khan,5,pubg walon Meri age 22 saal hai aur mujhe notification kyon aata hai game login out karne ka,2025-03-22 02:25:08
Aslam Khan,5,IH my name Mr parcha I like pubg mobile games,2025-03-22 02:24:38
SU RUS,1,fix the FPS Problem first.,2025-03-22 02:24:20
Kamran Khan,5,great graphics most fun,2025-03-22 02:24:13
Rishikesh Chaudhary,5,best game,2025-03-22 02:23:50
Shahzain Shazii,5,nice,2025-03-22 02:22:43
Tamim Khan,4,i loveet,2025-03-22 02:22:39
Umar mehmood,5,this is a mind relaxing game,2025-03-22 02:22:22
Circle IV,3,I've been playing PUBGM for 7 years and still no glacier 😭,2025-03-22 02:22:10
Houssam Benmedakhen,5,هذه اللعبة هي أكثر من لعبة بالنسبة لي هي منقذة حياة أخرجتني من دوامة إكتئاب وكانت معي كتفا أستند إليه عندما غابت كل الأكتاف بصدق شكرا لمنتجي ومطوري اللعبة وكل من شارك في إنتاجها❤,2025-03-22 02:21:58
Saad Abdurehman,5,nothing but only 😊,2025-03-22 02:21:45
STAR SHAHZAIB YT,5,I needed upgrade gun,2025-03-22 02:21:21
Kimbugwe Lawrence,5,"the game is data efficient and has a wide coverage all over the world, good graphics even at lower end gadgets",2025-03-22 02:21:08
Hassan Butt,5,suprb game,2025-03-22 02:20:53
Faiz Baloch,5,PUBG is not a game it's emotions,2025-03-22 02:20:05
John Jiko Lazon,4,the game is awesome i play with my family.,2025-03-22 02:18:54
Shanwaz Chaudhry,1,❤️‍🩹low in device❤️‍🩹🤦‍♂️😭,2025-03-22 02:18:53
Qasim Moriani,5,Excellent Game Stretagy and technical and logical thats why i would like to play game.,2025-03-22 02:18:17
Op・ Dreamy٭,5,awesome,2025-03-22 02:17:38
Nahom Hailom,5,"it's an amazing experience, and it is so fun",2025-03-22 02:17:26
Jawad Ahmad,1,"this game is dangerous for helth but my favorite game pubg,,",2025-03-22 02:17:18
Kamran Khan,5,nice 👍👍,2025-03-22 02:16:58
Binod Pradhan,5,mind fresh,2025-03-22 02:16:45
Hassan Ahmad,1,Very good geam interesting,2025-03-22 02:15:21
AJMAL HUSSAIN,5,❤️,2025-03-22 02:15:01
Rao Nouman (Rao sahab),5,good game,2025-03-22 02:14:58
Suleman Hussain,5,Wow! Really Amazing Game! Best adventure! Best Action! I'm deeply addicted in this game,2025-03-22 02:14:33
Hanzala Malik,5,lovely,2025-03-22 02:13:55
Ahmad Hussain,5,LOVE,2025-03-22 02:13:54
Sugam Thapa,5,excellent,2025-03-22 02:13:30
PUBG mobile PUBG mobile,5,I love pubg mobile😘😘😘,2025-03-22 02:13:18
ƑỖǗÃĎ ĤÃϻÃĎÃ,5,افضل لعبة لعبتها ف حياتي,2025-03-22 02:12:23
Iman Salehi,4,okay game the badest more lag and fps,2025-03-22 02:12:08
Lal Pu,5,I enjoy the game but skin are costly,2025-03-22 02:12:06
Ara P4sha,5,best game in world,2025-03-22 02:11:37
Noman Hasan Shameel,5,ain't good for poor devices,2025-03-22 02:11:03
Kalin Balchand,5,One of the best games out there 💯 🙌,2025-03-22 02:10:49
RAHAD LTD,5,This Game Is In Tha Bast Of World 😊,2025-03-22 02:10:49
Anoraj Kumar,5,batter then free fire,2025-03-22 02:09:49
Thee Bala,5,best game in action,2025-03-22 02:09:36
